Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Black,,2XL,,,vGbu8mhi6OpHuEW2t_5502,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306718704_jx23.jpg?v=1667373455,5,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Black,,3XL,,,QzPfeyAATcyYAe67i_7246,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306718650_5xhj.jpg?v=1667373455,6,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Charcoal Heather,,S,,,NHfwxH9tBwiIf45TG_6694,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354112643_pgsn.jpg?v=1667373455,7,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Charcoal Heather,,M,,,chPPeSILtBjIXI5dt_2581,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306718558_ri5x.jpg?v=1667373455,8,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Charcoal Heather,,L,,,RIcl23kZuCAASjVvg_5776,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354112549_qtq5.jpg?v=1667373455,9,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Charcoal Heather,,XL,,,g8E9Ezac1dfSHZrEA_2890,0.0,shopify,continue,manual,53.04,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354112517_o8ss.jpg?v=1667373455,10,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Charcoal Heather,,2XL,,,xt0GUzYn8px36CXke_9801,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Charcoal Heather,,3XL,,,L3TosMrjedl0j3B7i_993,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Dark Green,,S,,,pPVV8JGrToLBNhdLo_1947,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Dark Green,,M,,,KA24Xx9QGpHS7aLOT_3058,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Dark Green,,L,,,51nSflfzmxBC0vAiS_5495,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Dark Green,,XL,,,kWb6ANYBAPrvt5t5P_1250,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Dark Green,,2XL,,,rBtgnjsDc4R5eW3F8_7118,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Dark Green,,3XL,,,TDhQ0optsnLKSiLp3_3063,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Gold,,S,,,7hlnblteSDftV7odv_8667,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Gold,,M,,,GqMgy8phBD9d2mZB6_1822,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Gold,,L,,,Y8MRYTbaYrB1OwaFu_2766,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Gold,,XL,,,KOFK33CUzpiFHKXQ3_4241,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Gold,,2XL,,,5c5lXy7p6HpThtDya_1548,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Gold,,3XL,,,DEbbcG806qBuxA3QM_6503,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Light Steel,,S,,,8ixdRj6sP79IhsZap_5537,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Light Steel,,M,,,cVODKnTKzj3VaSmvK_3460,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Light Steel,,L,,,dkEuUTINBmrijtE2R_5786,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Light Steel,,XL,,,GnxpVcXlea3PM42eT_9107,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Light Steel,,2XL,,,wV1nxsoe6sixQBlPy_2833,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Light Steel,,3XL,,,BHO5Gipfibo5k79Kz_1946,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Maroon,,S,,,asAhwFyOKtHFtP2xy_4787,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Maroon,,M,,,8PWFVN3zvqteJR9JD_4250,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Maroon,,L,,,VMhq8g0yUYaKH6AWD_3906,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Maroon,,XL,,,JFnyX8SPqy9B1tIrU_489,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Maroon,,2XL,,,o6nyanfIB2k4ZOgzy_7825,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Maroon,,3XL,,,f7zqWLNGCms7gjKmd_6341,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Navy,,S,,,RemE7QMtQw1XnpJJ2_6014,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Navy,,M,,,Dj737fU9UcItf5ZjO_6905,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Navy,,L,,,jzNlwMWqIa7OK8D2b_8653,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Navy,,XL,,,1ukAgJ2oRPV78lqqx_7640,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Navy,,2XL,,,oXO8ehaDewyhHt9JQ_54,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Navy,,3XL,,,Z7oABaIMm39XpZ4AD_1622,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Royal Blue,,S,,,ItNhYPHqnMVDjhius_2760,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Royal Blue,,M,,,flheZkD64ykhxVhfP_2520,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Royal Blue,,L,,,C0hsBnWoRVONCXehz_419,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Royal Blue,,XL,,,ltrMx9pOqWFrytvAn_9962,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Royal Blue,,2XL,,,3VVRr2ERCGn2iRK5a_8864,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Royal Blue,,3XL,,,qWb6iFc8F4AuXxFeS_7013,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Scarlet,,S,,,YhMqJjnA8ruxoRZzf_6811,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Scarlet,,M,,,ajGDirHvsTUIpAISF_212,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Scarlet,,L,,,X5CXpKjoshb6J87yf_2220,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Scarlet,,XL,,,2t7dYm8c7XTmhmyUH_6175,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Scarlet,,2XL,,,RpzosSBI2ZmGsCT1X_9129,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Scarlet,,3XL,,,CdSCTSxDCuOPk7Bql_1916,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Silver Grey,,S,,,f0XFReJplEh0m7otv_2438,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Silver Grey,,M,,,LdSChgfogTiPR4sFA_2161,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Silver Grey,,L,,,FBPXw8oyYE7osXUOE_4868,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Silver Grey,,XL,,,9xGaaXKpeZruzQl01_2752,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Silver Grey,,2XL,,,33UgopqhzuyDwQPzQ_9097,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,Silver Grey,,3XL,,,0nlJ07g0OpkVBky0h_977,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,White,,S,,,vhcZLGmgzdjLO236z_6446,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,White,,M,,,SZJmldBJvPH7kT3RL_835,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,White,,L,,,Fa94z89balHKZPhPl_2284,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,White,,XL,,,8fjqJAtZhn3ShAKnA_551,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,White,,2XL,,,HVgCbE6efZoIsJKr1_2720,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
champion-12-oz-lin-yd-double-dry-eco-pullover-hood-s700,,,,,,,,,White,,3XL,,,ZstygbwejKt31Nhnu_5521,0.0,shopify,continue,manual,53.04,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,horse shirt,Fabric:<br><br>	● 100% combed ringspun cotton fine jersey<br>	● 7.2 oz./lin yd.<br>	● 32 singles<br>	● Fabric laundered for reduced shrinkage<br><br>Features:<br><br>	● 1x1 baby rib-knit set-in collar<br>	● Tear-away label<br>        ● Sideseamed<br>								,THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847, photography",true,Color,Black,Size,XS,,,386Fu1nMmIGmWT7tj_8745,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353941385_th4x.jpg?v=1667373452,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
horse-shirt,,,,,,,,,Black,,S,,,WtHHcASgTdBpy55xa_9315,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353941329_p15b.jpg?v=1667373452,2,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Black,,M,,,JQyUjuVfQWiHGoP2G_1084,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306547910_ggli.jpg?v=1667373452,3,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Black,,L,,,Zl9aAtAksUmToYB0e_8876,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306547852_62dl.jpg?v=1667373452,4,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Black,,XL,,,IWc3UJIYKc9EvUDoI_5669,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306547826_lat0.jpg?v=1667373452,5,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heather Gray,,XS,,,ISpIvaHwBEEF9FunJ_8660,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353941091_1bw6.jpg?v=1667373452,6,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heather Gray,,S,,,gYrGkQVwXGRqCQR1y_9423,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353941039_o8pw.jpg?v=1667373452,7,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heather Gray,,M,,,uHczX5X2JFXG6xKul_4818,0.0,shopify,continue,manual,36.54,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306547642_62qm.jpg?v=1667373452,8,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heather Gray,,L,,,Tk8H81M0IePppwjNs_6901,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heather Gray,,XL,,,athpvIFgjOIm8sOFV_9014,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heavy Metal,,XS,,,WbAmIiFQsIJCkzMVJ_2387,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heavy Metal,,S,,,hX0i0uu1h0oYKQFz2_1646,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heavy Metal,,M,,,93hHy8tnajJNcPeZV_5544,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heavy Metal,,L,,,hC8PgsVxTEstxvczi_6265,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Heavy Metal,,XL,,,TuLya09KJZBXcH75N_6174,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Midnight Navy,,XS,,,kCLmZJUwGmxzvBYC6_258,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Midnight Navy,,S,,,UPsLwAskRXAbVQcsQ_9199,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Midnight Navy,,M,,,J51aWrDcku3YQnOtE_7687,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Midnight Navy,,L,,,uLlpAxPUZLATRS9Ac_1926,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Midnight Navy,,XL,,,4Ac2AQjwczWJdxv02_3366,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Purple Rush,,XS,,,Sb9en8gjmW3u7eRnv_8623,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Purple Rush,,S,,,qdAKVPpB8maG56tg0_8076,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Purple Rush,,M,,,8eXQcLZJDpbkYA9yq_3977,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Purple Rush,,L,,,dGDDCkp0v78RXoNqN_5630,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Purple Rush,,XL,,,pOFu8whht7smiZ9rQ_2052,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Red,,XS,,,M3J3rD5K9WuD2qoyS_967,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Red,,S,,,i8VGa2G3GKgA8qd9b_2908,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Red,,M,,,0ZuV2zY7X8ooZvwT0_6893,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Red,,L,,,2I2wzkhlxnAgn8uzW_4930,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Red,,XL,,,j6vTOZlsjjNY8fFjf_5851,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Royal,,XS,,,zifMeXNjG3ff6bMbO_2148,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Royal,,S,,,M1eCnHwLsCR4SJ5cq_6857,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Royal,,M,,,7Ce5DXOdXkx5tGFOs_8309,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Royal,,L,,,NEnNfvnS8SSZFXCef_1214,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,Royal,,XL,,,V0Aa6zed4Nor6eKMB_4328,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,White,,XS,,,qFNqRWwzOjwpj5dq6_433,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,White,,S,,,tq8WQBMnD8beBFQ9I_5083,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,White,,M,,,DsH4e6MnBRow9WMyn_5316,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,White,,L,,,ZHR4chMWvsVPQPtDZ_5551,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-shirt,,,,,,,,,White,,XL,,,DdqwmUSVIk9fmNwXH_5809,0.0,shopify,continue,manual,36.54,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,Alice Of Wonder Land,"Fabric:<br><br>	● 3.8 oz., 50% polyester, 25% combed and ringspun cotton, 25% rayon<br>	● 40 singles<br><br><br>Features:<br><br>	● Retail fit<br>	● Racerback<br>	● Sideseamed<br>	● Tear-away label<br>								",THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847, photography",true,Color,Ath Grey Trbldn,Size,XS,,,37F3WBHq3zYTe4ZKs_281,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354644997_5r0s.jpg?v=1667373442,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
alice-of-wonder-land,,,,,,,,,Ath Grey Trbldn,,S,,,INbKPuWXXEEk4F7Sp_201,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354644953_g01m.jpg?v=1667373442,2,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Ath Grey Trbldn,,M,,,ZNyjmM9rDTftaeaOM_729,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4307248440_jfaw.jpg?v=1667373442,3,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Ath Grey Trbldn,,L,,,yKIgxICxkgucoWbQ0_5767,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4354644815_q610.jpg?v=1667373442,4,,,,,,,,,,,,,,,,,,,kg,,,,,
alice-of-wonder-land,,,,,,,,,Ath Grey Trbldn,,XL,,,58HXw2mVI5QCE14Ni_2064,0.0,shopify,continue,manual,38.31,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4307248302_rf79.jpg?v=1667373442,5,,,,,,,,,,,,,,,,,,,kg,,,,,
